"","GupDM_JM","GupDM_A13","GupDM_JI","GupDM_A7","GupDM_A2","GupDM_A_11","GupDM_JC","GupDM_JN","GupDM_JJ","GupDM_A1","GupDM_JE","GupDM_A12","GupDM_JL","GupDM_A14","GupDM_A3","GupDM_A10","GupDM_A_15","GupDM_JH","GupDM_JD","GupDM_A9","GupDM_A6","GupDM_JB","GupDM_JA","GupDM_HAK","GupDM_HAJ","GupDM_HAI","GupDM_HAH","GupDM_HAG","GupDM_HAL","GupDM_HAM","GupDM_HAN","GupDM_HAO","GupDM_HAP","GupDM_HAR","GupDM_HAT","GupDM_HDF","GupDM_HDB","GupDM_HCY","GupDM_HCL","GupDM_HCU","GupDM_HCV","GupDM_HCQ","GupDM_HCR","GupDM_HCS","GupDM_HCT","GupDM_HCM","GupDM_HCN","GupDM_HCO","GupDM_HP","GupDM_HS","GupDM_HR","GupDM_HBR","CRC_MR_SBJ01C_17","CRC_MR_SBJ02C_17","CRC_MR_SBJ03H_17","CRC_MR_SBJ05C_17","CRC_MR_SBJ06C_17","CRC_MR_SBJ07C_17","CRC_MR_SBJ12C_17","CRC_MR_SBJ16H_17","CRC_MR_SBJ17H_17","CRC_MR_SBJ18H_17","CRC_MR_SBJ20C_17","CRC_MR_SBJ22C_17","CRC_MR_SBJ26C_17","CRC_MR_SBJ27C_17","CRC_MR_SBJ29C_17","CRC_MR_SBJ31C_17","CRC_MR_SBJ32C_17","CRC_MR_SBJ33C_17","CRC_MR_SBJ34H_17","CRC_MR_SBJ35C_17","CRC_MR_SBJ36C_17","CRC_MR_SBJ37H_17","CRC_MR_SBJ39C_17","CRC_MR_SBJ40C_17","CRC_MR_SBJ42C_17","CRC_MR_SBJ45H_17","CRC_MR_SBJ47C_17","CRC_MR_SBJ50C_17","CRC_MR_SBJ51C_17","CRC_MR_SBJ53C_17","CRC_MR_SBJ60H_17","CRC_MR_SBJ61C_17","CRC_MR_SBJ63H_17","CRC_MR_SBJ64C_17","CRC_MR_SBJ65H_17","CRC_MR_SBJ67H_17","CRC_MR_SBJ68H_17","CRC_MR_SBJ69H_17","CRC_MR_SBJ73H_17","CRC_MR_SBJ75H_17","CRC_MR_SBJ77H_17","CRC_MR_SBJ78H_17","CRC_MR_SBJ80H_17","CRC_MR_SBJ81H_17","CRC_MR_SBJ83H_17"
"209880",Inf,NA,NA,Inf,NA,NA,NA,Inf,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,Inf,Inf,NA,NA,NA,Inf,NA,NA,NA,Inf,NA,Inf,NA,Inf,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134687",NA,Inf,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1262882",NA,NA,Inf,NA,Inf,NA,NA,NA,NA,Inf,Inf,NA,NA,NA,Inf,Inf,NA,NA,NA,NA,NA,Inf,NA,NA,NA,Inf,NA,Inf,Inf,NA,NA,NA,NA,NA,Inf,Inf,NA,NA,NA,NA,NA,NA,Inf,NA,NA,Inf,Inf,NA,NA,Inf,Inf,NA,NA,NA,NA,NA,NA,Inf,NA,Inf,NA,NA,NA,Inf,NA,NA,Inf,Inf,NA,NA,NA,NA,NA,NA,Inf,Inf,Inf,NA,NA,NA,NA,Inf,NA,NA,NA,NA,Inf,NA,Inf,NA,NA,Inf,NA,NA,Inf,NA,NA
"1639133",NA,Inf,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1563222",NA,Inf,NA,Inf,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1624",NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA
"1263044",NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,Inf,NA,NA,NA,NA,Inf,NA,NA,NA,NA,Inf,NA,NA
"1583",NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,Inf,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40520",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-3.32850985575128,-Inf,-Inf,-Inf,-Inf,-Inf,-1.39519499259552,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-3.55459122540173,-Inf,-0.829727731144768,-1.16637142450572,-Inf,-1.4260715739644,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-1.50387645233673,-Inf,-Inf,-Inf,-Inf,-Inf,-0.806909669659811,1.08567028039763,1.77577488229904,-6.91699547544057,1.480812690271,-0.103737499189689,-0.676995515172365,1.08933750041642,-0.885607450565179,0.0937505323392056,-0.343592041190832,0.524900192805159,-0.170705297410853,-0.51487491380564,-0.3506680883066,0.649379016359339,-0.0610202031142792,-0.740304788894451,-0.311493321768465,1.74789527411519,0.153576330262335,-2.06224191833529,-6.61758993929272,-0.213587453518789,-2.75914476441652,0.741664013284811,-2.74028869160269,-0.102462933845932,-0.255032165775823,-1.17644449357359,0.419554423528018,2.47091698489198,0.185511644881935,0.698916418369358,-0.884588186385611,-0.353991896458703,0.754954347447598,1.27485426743152,-0.0689601568497178,1.45958361816635,-Inf,-2.80349592437764,0.544308707577656,-Inf,-0.348732081973446
"2027459",NA,Inf,NA,NA,NA,NA,NA,NA,NA,Inf,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf
"584",NA,Inf,NA,Inf,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73098",NA,Inf,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33035",NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,Inf,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,Inf,Inf,NA,NA,NA,NA,Inf,NA,Inf,Inf,NA,NA,Inf,NA
"1262889",-Inf,-3.18323177818396,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-5.21642654693844,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-5.43052457121117,-Inf,-1.53621679974162,-Inf,-Inf,-Inf,-3.28621595603413,-Inf,-Inf,-Inf,-Inf,-Inf,-3.75163575634133,-Inf,-Inf,-4.45110329946135,-Inf,-3.30924259644976,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-3.3697695737189,-3.52238730105648,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-3.51879033266542,-Inf,-Inf,-Inf,-1.65709653530751,-Inf,-3.21671889723786,-3.39019711329864,-Inf,-4.51447083424273,-3.40783206244533,-Inf,-4.60573611255216,-2.43461458832993,-2.52821149398641,-1.00438043031842,-Inf,-3.35263933473299,-Inf,-5.16697617398246,-2.50233691234873,-3.51494451025206,-4.74600454515574,-4.99586883243357,-2.09880680777855,-2.66313297998031,-Inf,-6.69640639213565,-Inf,-3.25917155286102,-2.97757048294624,-3.10197614403255,-2.1643944032361,-Inf,-Inf,-Inf,-Inf,-3.4761869325339,-Inf,-3.95923260899298,-0.550095128978426,-3.07088968007027,-4.43674634385864,-Inf,-1.21790560732532,-2.40344633890285,-Inf,-2.27738862072799
"881260",NA,Inf,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35833",-Inf,0.924687436424381,-2.16905370036952,-Inf,-Inf,-Inf,-Inf,-Inf,-1.35744620678223,-1.06891818216089,0.949934410582206,-Inf,-Inf,-Inf,-0.24582925053168,-Inf,-Inf,-Inf,-Inf,-Inf,-0.0846701224003805,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0.745002163860635,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,1.02961941718116,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0.685978691081333,0.424219612814772,-4.61216322147906,0.251856286869076,-1.47895995729647,0.0427991327703126,-0.934752794713891,-0.582435156144114,1.66648985525584,-Inf,-0.438856156927456,0.396950447696694,-0.375263773591086,-Inf,-0.484180300108132,0.130936565556127,-0.85833414653009,-1.84838512892144,-0.435619035136532,-0.867002931466536,-Inf,-2.46285199983874,0.790039889575696,-0.239832564044059,-0.189735733584054,-1.08631882590662,-Inf,0.461474326581115,-Inf,-1.52591694038424,-1.89711998488588,1.28025610907557,-Inf,0.0239274690886431,-Inf,0.194729737921984,-Inf,0.469350105641167,-Inf,-0.0712976658544662,-0.361414880466794,-1.52511597918803,-1.05381215472988,1.14518773513919,-Inf
"84112",NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,Inf,NA,Inf,NA,NA,Inf,NA,Inf,Inf,NA,Inf,Inf,Inf,NA,Inf,NA,Inf,NA,Inf,Inf,Inf,NA,NA,Inf,NA,Inf,Inf,Inf,NA,Inf,Inf,Inf,Inf,Inf,NA,NA,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,NA
"2047",NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,Inf,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA
"1796613",NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1262886",NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,Inf,Inf,Inf,Inf,Inf,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,Inf,NA,Inf,NA,Inf,NA,Inf,NA,NA,NA,Inf,Inf,NA,NA,NA,Inf,NA,NA,Inf,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,Inf
"1379",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0.391493165023116,-Inf,-Inf,-Inf,-Inf,-Inf,2.63520656015312,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-0.108184578534445,-0.380896311527361,-Inf,-Inf,-0.178471111262617,-Inf,-Inf,-0.774544443130741,-Inf,-Inf,-0.333026403678847,0.485117267055784,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-0.18333730091379,-Inf,-Inf,-Inf,-1.51274428763163,-0.243657091147313,-Inf,-Inf,-Inf,-Inf,-Inf,-0.847636327136077,-Inf,-Inf,-1.85568903875846,-Inf,-Inf,-Inf,-Inf,-1.59432427462405,-Inf,-Inf,-0.805866914259782,-Inf,-Inf,-Inf
"1262741",Inf,NA,NA,NA,NA,NA,NA,Inf,Inf,Inf,NA,NA,Inf,Inf,NA,NA,NA,Inf,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,Inf,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1633",Inf,NA,NA,NA,NA,NA,NA,Inf,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333367",NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,Inf,NA,Inf,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,Inf,NA,NA,NA,Inf,Inf,Inf,NA,NA
"454154",-1.71268661073343,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-2.43784765953924,-Inf,-2.05672161973634,-Inf,-Inf,-Inf,-0.345931213041953,-Inf,-Inf,-Inf,-0.47431237969016,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-1.67702861164746,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-3.50171010014261,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-1.68565793834551,-0.944038104334786,-0.558566178355531,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-1.44036158239017,-Inf,-Inf
"84135",-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-0.277167807107239,-Inf,-Inf,-Inf,-Inf,-Inf,1.88791299717429,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,1.19112966223562,2.25271546009693,0.143822418767333,-0.54865519363904,-0.997203887883516,0.556628233846093,0.531037611782904,0.30664270941524,-0.397377253506465,-1.39952927598701,0.194747259483764,-1.70939926341416,2.43914746373945,-Inf,0.0563847194106382,1.67513585399141,-Inf,-Inf,-Inf,2.67166537022353,-1.47774502243204,-0.214863923771085,-0.467686131105372,-0.0931470145603255,1.29463181295453,-1.73977036129045,-Inf,-Inf,-Inf,-Inf,1.5865958680016,0.473477865513922,0.594040165385806,1.33430884201671,0.757178032251939,-Inf,-Inf,-Inf,-0.137405864732081,2.01268349295806,-Inf,-0.224497909652219,-0.916677504263428,0.544139222275318,0.235289138390836
"1150298",-Inf,-4.06924915995881,-Inf,-3.79179361929086,-Inf,-Inf,-Inf,-Inf,-Inf,-5.3891379731567,-Inf,-0.598266800281627,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-0.826615713664322,-Inf,-Inf,-Inf,-Inf,-5.3066272096147,-Inf,-Inf,-Inf,-Inf,-4.74864852982118,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-3.21050777234397,-Inf,-Inf,-Inf,-Inf,-2.14739604794797,-Inf,-Inf,-2.97128307486731,-Inf,-6.54095429788828,-Inf,-Inf,-Inf,-Inf,-3.50065622692569,0.286717562209119,-0.188987713285889,-1.43727666931394,1.07058807776906,0.0724563256878259,-2.41636147939186,-1.3856179839216,0.840923166611536,0.0437646346673253,-0.846846891427039,0.721483449567758,0.314105496158588,1.12903982607478,-1.46514543843608,0.00935759209393128,-0.58087891563853,-0.0282837636586581,-0.696934821465561,-0.902482956054108,0.162559619659703,-0.728234106835459,-0.0880937578940815,-0.0804907243396777,-0.343288920196398,-0.814865101398089,-0.159704305668764,-0.527166997267711,-1.11669781180974,-1.95318045629075,-1.04232248412577,-0.0955676071038294,0.903002870151872,-3.03702279735052,-0.870858587348784,0.160377522451486,-3.61357107501529,-0.638562864207219,-1.61201517239666,-0.089531282703653,-1.56356503266481,-0.896260739602083,0.106215134303779,0.665765883664314,-Inf,-0.611818692978431
"57706",NA,Inf,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA
"83655",NA,Inf,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1262989",NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,Inf,Inf,NA,Inf,NA,Inf,NA,NA,Inf,Inf,NA,Inf,NA,NA,NA,Inf,NA,Inf,NA,NA,Inf,Inf,NA,Inf,Inf,Inf,Inf,NA,NA,NA,NA,Inf,NA,NA,NA,NA,Inf,NA,Inf,Inf,Inf,Inf,NA
"39778",NA,Inf,Inf,NA,NA,NA,NA,NA,NA,Inf,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,Inf
"68892",NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,Inf,Inf,Inf,NA,NA,Inf,NA,Inf,NA,NA,NA,Inf,NA,NA,Inf,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,Inf,NA,Inf,Inf,NA,NA,Inf,Inf,NA,NA,Inf,NA,Inf,NA
"1203590",NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67827",NA,Inf,NA,Inf,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
